year,sport,country,countrycode,numeric,number_of_athletes,Bronze_medal_count,Silver_medal_count,Gold_medal_count,medal_count
1972,Athletics,Spain,ESP,724,14,0,0,0,0
1972,Athletics,Ethiopia,ETH,231,26,2,0,0,2
1972,Athletics,Finland,FIN,246,49,1,0,3,4
1972,Athletics,Fiji,FJI,242,4,0,0,0,0
1972,Athletics,France,FRA,250,59,4,1,0,5
1972,Athletics,United Kingdom,GBR,826,90,2,4,1,7
1972,Athletics,Ghana,GHA,288,19,0,0,0,0
1972,Athletics,Greece,GRC,300,12,0,0,0,0
1972,Athletics,Guatemala,GTM,320,6,0,0,0,0
1972,Athletics,Haiti,HTI,332,7,0,0,0,0
1972,Athletics,Hungary,HUN,348,36,0,0,0,0
1972,Athletics,Indonesia,IDN,360,2,0,0,0,0
1972,Athletics,India,IND,356,9,0,0,0,0
1972,Athletics,Ireland,IRL,372,16,0,0,0,0
1972,Athletics,Iran,IRN,364,4,0,0,0,0
1972,Athletics,Iceland,ISL,352,5,0,0,0,0
1972,Athletics,Israel,ISR,376,3,0,0,0,0
1972,Athletics,Italy,ITA,380,45,2,0,0,2
1972,Athletics,Jamaica,JAM,388,29,1,0,0,1
1972,Athletics,Japan,JPN,392,22,0,0,0,0
1972,Athletics,Kenya,KEN,404,33,2,2,5,9
1972,Athletics,Cambodia,KHM,116,5,0,0,0,0
1972,Athletics,South Korea,KOR,410,2,0,0,0,0
1972,Athletics,Kuwait,KWT,414,2,0,0,0,0
1972,Athletics,Lebanon,LBN,422,3,0,0,0,0
1972,Athletics,Liberia,LBR,430,5,0,0,0,0
1972,Athletics,Sri Lanka,LKA,144,5,0,0,0,0
1972,Athletics,Lesotho,LSO,426,2,0,0,0,0
1972,Athletics,Luxembourg,LUX,442,2,0,0,0,0
1972,Athletics,Morocco,MAR,504,11,0,0,0,0
1972,Athletics,Madagascar,MDG,450,9,0,0,0,0
1972,Athletics,Mexico,MEX,484,13,0,0,0,0
1972,Athletics,Mali,MLI,466,1,0,0,0,0
1972,Athletics,Myanmar,MMR,104,3,0,0,0,0
1972,Athletics,Mongolia,MNG,496,1,0,0,0,0
1972,Athletics,Malawi,MWI,454,13,0,0,0,0
1972,Athletics,Malaysia,MYS,458,10,0,0,0,0
1972,Athletics,Nigeria,NGA,566,30,0,0,0,0
1972,Athletics,Nicaragua,NIC,558,7,0,0,0,0
1972,Athletics,Netherlands,NLD,528,8,0,0,0,0
1972,Athletics,Norway,NOR,578,15,0,0,0,0
1972,Athletics,Nepal,NPL,524,2,0,0,0,0
1972,Athletics,New Zealand,NZL,554,19,1,0,0,1
1972,Athletics,Pakistan,PAK,586,6,0,0,0,0
1972,Athletics,Panama,PAN,591,2,0,0,0,0
1972,Athletics,Peru,PER,604,4,0,0,0,0
1972,Athletics,Philippines,PHL,608,11,0,0,0,0
1972,Athletics,Poland,POL,616,58,2,0,1,3
1972,Athletics,Puerto Rico,PRI,630,15,0,0,0,0
1972,Athletics,North Korea,PRK,408,2,0,0,0,0
1972,Athletics,Portugal,PRT,620,12,0,0,0,0
1972,Athletics,Paraguay,PRY,600,2,0,0,0,0
1972,Athletics,Romania,ROU,642,21,0,2,0,2
1972,Athletics,Saudi Arabia,SAU,682,14,0,0,0,0
1972,Athletics,Sudan,SDN,729,11,0,0,0,0
1972,Athletics,Senegal,SEN,686,14,0,0,0,0
1972,Athletics,Singapore,SGP,702,5,0,0,0,0
1972,Athletics,Somalia,SOM,706,4,0,0,0,0
1972,Athletics,Suriname,SUR,740,2,0,0,0,0
1972,Athletics,Sweden,SWE,752,32,1,0,0,1
1972,Athletics,Eswatini,SWZ,748,2,0,0,0,0
1972,Athletics,Syria,SYR,760,1,0,0,0,0
1972,Athletics,Chad,TCD,148,4,0,0,0,0
1972,Athletics,Togo,TGO,768,2,0,0,0,0
1972,Athletics,Thailand,THA,764,4,0,0,0,0
1972,Athletics,Trinidad and Tobago,TTO,780,15,0,0,0,0
1972,Athletics,Tunisia,TUN,788,6,0,1,0,1
1972,Athletics,Turkey,TUR,792,5,0,0,0,0
1972,Athletics,Taiwan,TWN,158,15,0,0,0,0
1972,Athletics,Tanzania,TZA,834,14,0,0,0,0
1972,Athletics,Uganda,UGA,800,10,0,0,1,1
1972,Athletics,Uruguay,URY,858,3,0,0,0,0
1972,Athletics,United States,USA,840,109,8,11,9,28
1972,Athletics,Venezuela,VEN,862,13,0,0,0,0
1972,Athletics,U.S. Virgin Islands,VIR,850,1,0,0,0,0
1972,Athletics,Zambia,ZMB,894,8,0,0,0,0
1972,Basketball,Australia,AUS,036,12,0,0,0,0
1972,Basketball,Brazil,BRA,076,11,0,0,0,0
1972,Basketball,Cuba,CUB,192,12,12,0,0,12
1972,Basketball,Egypt,EGY,818,11,0,0,0,0
1972,Basketball,Spain,ESP,724,12,0,0,0,0
1972,Basketball,Italy,ITA,380,12,0,0,0,0
1972,Basketball,Japan,JPN,392,12,0,0,0,0
1972,Basketball,Philippines,PHL,608,12,0,0,0,0
1972,Basketball,Poland,POL,616,12,0,0,0,0
1972,Basketball,Puerto Rico,PRI,630,12,0,0,0,0
1972,Basketball,Senegal,SEN,686,12,0,0,0,0
1972,Basketball,United States,USA,840,12,0,12,0,12
1972,Boxing,Argentina,ARG,032,5,0,0,0,0
1972,Boxing,Australia,AUS,036,4,0,0,0,0
1972,Boxing,Austria,AUT,040,1,0,0,0,0
1972,Boxing,Benin,BEN,204,2,0,0,0,0
1972,Boxing,Bulgaria,BGR,100,9,0,1,1,2
1972,Boxing,Bahamas,BHS,044,2,0,0,0,0
1972,Boxing,Bermuda,BMU,060,1,0,0,0,0
1972,Boxing,Brazil,BRA,076,2,0,0,0,0
1972,Boxing,Canada,CAN,124,5,0,0,0,0
1972,Boxing,Switzerland,CHE,756,3,0,0,0,0
1972,Boxing,Chile,CHL,152,3,0,0,0,0
1972,Boxing,Cameroon,CMR,120,3,0,0,0,0
1972,Boxing,Colombia,COL,170,7,2,0,0,2
1972,Boxing,Cuba,CUB,192,11,1,1,3,5
1972,Boxing,Denmark,DNK,208,3,0,0,0,0
1972,Boxing,Algeria,DZA,012,1,0,0,0,0
1972,Boxing,Ecuador,ECU,218,1,0,0,0,0
1972,Boxing,Egypt,EGY,818,6,0,0,0,0
1972,Boxing,Spain,ESP,724,5,1,0,0,1
1972,Boxing,Ethiopia,ETH,231,6,0,0,0,0
1972,Boxing,Finland,FIN,246,4,0,1,0,1
1972,Boxing,France,FRA,250,6,0,0,0,0
1972,Boxing,Gabon,GAB,266,1,0,0,0,0
1972,Boxing,United Kingdom,GBR,826,9,3,0,0,3
1972,Boxing,Ghana,GHA,288,6,1,0,0,1
1972,Boxing,Greece,GRC,300,4,0,0,0,0
1972,Boxing,Guyana,GUY,328,2,0,0,0,0
1972,Boxing,Hungary,HUN,348,6,1,2,1,4
1972,Boxing,Indonesia,IDN,360,2,0,0,0,0
1972,Boxing,India,IND,356,3,0,0,0,0
1972,Boxing,Ireland,IRL,372,6,0,0,0,0
1972,Boxing,Iran,IRN,364,5,0,0,0,0
1972,Boxing,Italy,ITA,380,8,0,0,0,0
1972,Boxing,Jamaica,JAM,388,1,0,0,0,0
1972,Boxing,Japan,JPN,392,4,0,0,0,0
1972,Boxing,Kenya,KEN,404,8,2,1,0,3
1972,Boxing,Cambodia,KHM,116,1,0,0,0,0
1972,Boxing,South Korea,KOR,410,6,0,0,0,0
1972,Boxing,Lebanon,LBN,422,1,0,0,0,0
1972,Boxing,Morocco,MAR,504,3,0,0,0,0
1972,Boxing,Mexico,MEX,484,8,0,1,0,1
1972,Boxing,Myanmar,MMR,104,2,0,0,0,0
1972,Boxing,Mongolia,MNG,496,9,0,0,0,0
1972,Boxing,Malawi,MWI,454,3,0,0,0,0
1972,Boxing,Niger,NER,562,4,1,0,0,1
1972,Boxing,Nigeria,NGA,566,6,1,0,0,1
1972,Boxing,Nicaragua,NIC,558,2,0,0,0,0
1972,Boxing,Netherlands,NLD,528,2,0,0,0,0
1972,Boxing,Norway,NOR,578,4,0,0,0,0
1972,Boxing,New Zealand,NZL,554,2,0,0,0,0
1972,Boxing,Pakistan,PAK,586,2,0,0,0,0
1972,Boxing,Panama,PAN,591,2,0,0,0,0
1972,Boxing,Peru,PER,604,2,0,0,0,0
1972,Boxing,Philippines,PHL,608,4,0,0,0,0
1972,Boxing,Poland,POL,616,11,2,1,1,4
1972,Boxing,Puerto Rico,PRI,630,6,0,0,0,0
1972,Boxing,North Korea,PRK,408,2,0,1,0,1
1972,Boxing,Romania,ROU,642,11,0,1,0,1
1972,Boxing,Sudan,SDN,729,5,0,0,0,0
1972,Boxing,Senegal,SEN,686,4,0,0,0,0
1972,Boxing,Singapore,SGP,702,1,0,0,0,0
1972,Boxing,Sweden,SWE,752,2,1,0,0,1
1972,Boxing,Chad,TCD,148,1,0,0,0,0
1972,Boxing,Togo,TGO,768,2,0,0,0,0
1972,Boxing,Thailand,THA,764,7,0,0,0,0
1972,Boxing,Tunisia,TUN,788,3,0,0,0,0
1972,Boxing,Turkey,TUR,792,7,0,0,0,0
1972,Boxing,Taiwan,TWN,158,1,0,0,0,0
1972,Boxing,Tanzania,TZA,834,8,0,0,0,0
1972,Boxing,Uganda,UGA,800,8,0,1,0,1
1972,Boxing,Uruguay,URY,858,1,0,0,0,0
1972,Boxing,United States,USA,840,11,3,0,1,4
1972,Boxing,Venezuela,VEN,862,7,0,0,0,0
1972,Boxing,U.S. Virgin Islands,VIR,850,1,0,0,0,0
1972,Boxing,Zambia,ZMB,894,4,0,0,0,0
1972,Canoeing,Australia,AUS,036,7,0,0,0,0
1972,Canoeing,Austria,AUT,040,13,0,1,0,1
1972,Canoeing,Belgium,BEL,056,8,0,0,0,0
1972,Canoeing,Bulgaria,BGR,100,9,2,0,0,2
1972,Canoeing,Canada,CAN,124,17,0,0,0,0
1972,Canoeing,Switzerland,CHE,756,6,0,0,0,0
1972,Canoeing,Côte d'Ivoire,CIV,384,5,0,0,0,0
1972,Canoeing,Cuba,CUB,192,3,0,0,0,0
1972,Canoeing,Denmark,DNK,208,6,0,0,0,0
1972,Canoeing,Spain,ESP,724,6,0,0,0,0
1972,Canoeing,Finland,FIN,246,5,0,0,0,0
1972,Canoeing,France,FRA,250,14,2,0,0,2
1972,Canoeing,United Kingdom,GBR,826,23,0,0,0,0
1972,Canoeing,Hungary,HUN,348,13,2,3,0,5
1972,Canoeing,Ireland,IRL,372,5,0,0,0,0
1972,Canoeing,Italy,ITA,380,10,0,0,0,0
1972,Canoeing,Japan,JPN,392,5,0,0,0,0
1972,Canoeing,Mexico,MEX,484,10,0,0,0,0
1972,Canoeing,Netherlands,NLD,528,3,0,1,0,1
1972,Canoeing,Norway,NOR,578,6,4,0,0,4
1972,Canoeing,New Zealand,NZL,554,3,0,0,0,0
1972,Canoeing,Poland,POL,616,23,2,0,0,2
1972,Canoeing,Romania,ROU,642,13,2,6,1,9
1972,Canoeing,Sweden,SWE,752,10,0,1,0,1
1972,Canoeing,United States,USA,840,26,1,0,0,1
1972,Cycling,Argentina,ARG,032,9,0,0,0,0
1972,Cycling,Australia,AUS,036,15,0,3,0,3
1972,Cycling,Austria,AUT,040,8,0,0,0,0
1972,Cycling,Belgium,BEL,056,18,0,0,0,0
1972,Cycling,Bulgaria,BGR,100,6,0,0,0,0
1972,Cycling,Bahamas,BHS,044,2,0,0,0,0
1972,Cycling,Brazil,BRA,076,2,0,0,0,0
1972,Cycling,Barbados,BRB,052,7,0,0,0,0
1972,Cycling,Canada,CAN,124,15,0,0,0,0
1972,Cycling,Switzerland,CHE,756,14,0,1,0,1
1972,Cycling,Cameroon,CMR,120,8,0,0,0,0
1972,Cycling,Colombia,COL,170,14,0,0,0,0
1972,Cycling,Cuba,CUB,192,13,0,0,0,0
1972,Cycling,Denmark,DNK,208,16,0,0,1,1
1972,Cycling,Spain,ESP,724,10,0,0,0,0
1972,Cycling,Ethiopia,ETH,231,8,0,0,0,0
1972,Cycling,Finland,FIN,246,9,0,0,0,0
1972,Cycling,France,FRA,250,18,0,0,1,1
1972,Cycling,United Kingdom,GBR,826,18,4,0,0,4
1972,Cycling,Guyana,GUY,328,2,0,0,0,0
1972,Cycling,Hungary,HUN,348,8,0,0,0,0
1972,Cycling,Ireland,IRL,372,8,0,0,0,0
1972,Cycling,Iran,IRN,364,10,0,0,0,0
1972,Cycling,Italy,ITA,380,18,0,0,0,0
1972,Cycling,Jamaica,JAM,388,14,0,0,0,0
1972,Cycling,Japan,JPN,392,5,0,0,0,0
1972,Cycling,Lebanon,LBN,422,2,0,0,0,0
1972,Cycling,Liechtenstein,LIE,438,1,0,0,0,0
1972,Cycling,Luxembourg,LUX,442,2,0,0,0,0
1972,Cycling,Mexico,MEX,484,11,0,0,0,0
1972,Cycling,Malta,MLT,470,4,0,0,0,0
1972,Cycling,Malawi,MWI,454,2,0,0,0,0
1972,Cycling,Malaysia,MYS,458,10,0,0,0,0
1972,Cycling,Netherlands,NLD,528,18,0,0,1,1
1972,Cycling,Norway,NOR,578,10,0,0,1,1
1972,Cycling,New Zealand,NZL,554,9,0,0,0,0
1972,Cycling,Peru,PER,604,8,0,0,0,0
1972,Cycling,Philippines,PHL,608,2,0,0,0,0
1972,Cycling,Poland,POL,616,19,2,4,0,6
1972,Cycling,Romania,ROU,642,1,0,0,0,0
1972,Cycling,San Marino,SMR,674,1,0,0,0,0
1972,Cycling,Sweden,SWE,752,8,0,0,0,0
1972,Cycling,Togo,TGO,768,3,0,0,0,0
1972,Cycling,Thailand,THA,764,11,0,0,0,0
1972,Cycling,Trinidad and Tobago,TTO,780,16,0,0,0,0
1972,Cycling,Turkey,TUR,792,8,0,0,0,0
1972,Cycling,Taiwan,TWN,158,3,0,0,0,0
1972,Cycling,Uruguay,URY,858,8,0,0,0,0
1972,Cycling,United States,USA,840,18,0,0,0,0
1972,Diving,Australia,AUS,036,6,0,0,0,0
1972,Diving,Austria,AUT,040,5,0,0,0,0
1972,Diving,Canada,CAN,124,12,0,0,0,0
1972,Diving,Switzerland,CHE,756,1,0,0,0,0
1972,Diving,Colombia,COL,170,2,0,0,0,0
1972,Diving,Spain,ESP,724,2,0,0,0,0
1972,Diving,Finland,FIN,246,3,0,0,0,0
1972,Diving,France,FRA,250,3,0,0,0,0
1972,Diving,United Kingdom,GBR,826,10,0,0,0,0
1972,Diving,Indonesia,IDN,360,1,0,0,0,0
1972,Diving,Italy,ITA,380,4,1,1,1,3
1972,Diving,Jamaica,JAM,388,1,0,0,0,0
1972,Diving,Japan,JPN,392,4,0,0,0,0
1972,Diving,Mexico,MEX,484,8,0,0,0,0
1972,Diving,Netherlands,NLD,528,2,0,0,0,0
1972,Diving,Norway,NOR,578,1,0,0,0,0
1972,Diving,Poland,POL,616,5,0,0,0,0
1972,Diving,Puerto Rico,PRI,630,1,0,0,0,0
1972,Diving,Romania,ROU,642,5,0,0,0,0
1972,Diving,Sweden,SWE,752,3,0,1,1,2
1972,Diving,United States,USA,840,12,1,1,1,3
1972,Equestrianism,Argentina,ARG,032,15,0,0,0,0
1972,Equestrianism,Australia,AUS,036,8,0,0,0,0
1972,Equestrianism,Austria,AUT,040,9,0,0,0,0
1972,Equestrianism,Belgium,BEL,056,7,0,0,0,0
1972,Equestrianism,Bulgaria,BGR,100,8,0,0,0,0
1972,Equestrianism,Bolivia,BOL,068,1,0,0,0,0
1972,Equestrianism,Brazil,BRA,076,3,0,0,0,0
1972,Equestrianism,Canada,CAN,124,21,0,0,0,0
1972,Equestrianism,Switzerland,CHE,756,21,0,0,0,0
1972,Equestrianism,Chile,CHL,152,5,0,0,0,0
1972,Equestrianism,Denmark,DNK,208,6,0,0,0,0
1972,Equestrianism,Spain,ESP,724,7,0,0,0,0
1972,Equestrianism,France,FRA,250,16,0,0,0,0
1972,Equestrianism,United Kingdom,GBR,826,21,0,1,5,6
1972,Equestrianism,Hungary,HUN,348,14,0,0,0,0
1972,Equestrianism,Ireland,IRL,372,8,0,0,0,0
1972,Equestrianism,Italy,ITA,380,15,4,1,1,6
1972,Equestrianism,Japan,JPN,392,8,0,0,0,0
1972,Equestrianism,Mexico,MEX,484,15,0,0,0,0
1972,Equestrianism,Netherlands,NLD,528,14,0,0,0,0
1972,Equestrianism,Poland,POL,616,14,0,0,0,0
1972,Equestrianism,Portugal,PRT,620,6,0,0,0,0
1972,Equestrianism,Sweden,SWE,752,8,4,0,0,4
1972,Equestrianism,United States,USA,840,21,1,8,0,9
1972,Fencing,Argentina,ARG,032,13,0,0,0,0
1972,Fencing,Australia,AUS,036,4,0,0,0,0
1972,Fencing,Austria,AUT,040,23,0,0,0,0
1972,Fencing,Belgium,BEL,056,1,0,0,0,0
1972,Fencing,Bulgaria,BGR,100,8,0,0,0,0
1972,Fencing,Canada,CAN,124,16,0,0,0,0
1972,Fencing,Switzerland,CHE,756,18,0,5,0,5
1972,Fencing,Cuba,CUB,192,24,0,0,0,0
1972,Fencing,Denmark,DNK,208,9,0,0,0,0
1972,Fencing,Finland,FIN,246,1,0,0,0,0
1972,Fencing,France,FRA,250,31,6,1,0,7
1972,Fencing,United Kingdom,GBR,826,32,0,0,0,0
1972,Fencing,Greece,GRC,300,4,0,0,0,0
1972,Fencing,Hong Kong,HKG,344,6,0,0,0,0
1972,Fencing,Hungary,HUN,348,32,6,8,6,20
1972,Fencing,Ireland,IRL,372,2,0,0,0,0
1972,Fencing,Iran,IRN,364,3,0,0,0,0
1972,Fencing,Israel,ISR,376,2,0,0,0,0
1972,Fencing,Italy,ITA,380,32,0,0,6,6
1972,Fencing,Japan,JPN,392,8,0,0,0,0
1972,Fencing,Lebanon,LBN,422,16,0,0,0,0
1972,Fencing,Luxembourg,LUX,442,8,0,0,0,0
1972,Fencing,Monaco,MCO,492,1,0,0,0,0
1972,Fencing,Mexico,MEX,484,12,0,0,0,0
1972,Fencing,Netherlands,NLD,528,1,0,0,0,0
1972,Fencing,Norway,NOR,578,7,0,0,0,0
1972,Fencing,Peru,PER,604,1,0,0,0,0
1972,Fencing,Poland,POL,616,32,0,0,6,6
1972,Fencing,Puerto Rico,PRI,630,2,0,0,0,0
1972,Fencing,Romania,ROU,642,31,4,0,0,4
1972,Fencing,Sweden,SWE,752,10,0,0,0,0
1972,Fencing,Turkey,TUR,792,4,0,0,0,0
1972,Fencing,United States,USA,840,31,0,0,0,0
1972,Football,Brazil,BRA,076,17,0,0,0,0
1972,Football,Colombia,COL,170,17,0,0,0,0
1972,Football,Denmark,DNK,208,16,0,0,0,0
1972,Football,Ghana,GHA,288,16,0,0,0,0
1972,Football,Hungary,HUN,348,17,0,17,0,17
1972,Football,Iran,IRN,364,17,0,0,0,0
1972,Football,Morocco,MAR,504,18,0,0,0,0
1972,Football,Mexico,MEX,484,19,0,0,0,0
1972,Football,Myanmar,MMR,104,13,0,0,0,0
1972,Football,Malaysia,MYS,458,15,0,0,0,0
1972,Football,Poland,POL,616,17,0,0,17,17
1972,Football,Sudan,SDN,729,14,0,0,0,0
1972,Football,United States,USA,840,19,0,0,0,0
1972,Gymnastics,Australia,AUS,036,19,0,0,0,0
1972,Gymnastics,Bulgaria,BGR,100,84,0,0,0,0
1972,Gymnastics,Canada,CAN,124,54,0,0,0,0
1972,Gymnastics,Switzerland,CHE,756,80,0,0,0,0
1972,Gymnastics,Cuba,CUB,192,48,0,0,0,0
1972,Gymnastics,Denmark,DNK,208,7,0,0,0,0
1972,Gymnastics,Spain,ESP,724,26,0,0,0,0
1972,Gymnastics,Finland,FIN,246,7,0,0,0,0
1972,Gymnastics,France,FRA,250,84,0,0,0,0
1972,Gymnastics,United Kingdom,GBR,826,57,0,0,0,0
1972,Gymnastics,Hungary,HUN,348,84,6,0,0,6
1972,Gymnastics,Italy,ITA,380,84,0,0,0,0
1972,Gymnastics,Japan,JPN,392,84,6,5,10,21
1972,Gymnastics,Liechtenstein,LIE,438,7,0,0,0,0
1972,Gymnastics,Mexico,MEX,484,43,0,0,0,0
1972,Gymnastics,Netherlands,NLD,528,36,0,0,0,0
1972,Gymnastics,Norway,NOR,578,43,0,0,0,0
1972,Gymnastics,New Zealand,NZL,554,12,0,0,0,0
1972,Gymnastics,Poland,POL,616,84,0,0,0,0
1972,Gymnastics,North Korea,PRK,408,48,0,0,0,0
1972,Gymnastics,Romania,ROU,642,84,0,0,0,0
1972,Gymnastics,Sweden,SWE,752,5,0,0,0,0
1972,Gymnastics,United States,USA,840,84,0,0,0,0
1972,Handball,Denmark,DNK,208,16,0,0,0,0
1972,Handball,Spain,ESP,724,15,0,0,0,0
1972,Handball,Hungary,HUN,348,15,0,0,0,0
1972,Handball,Iceland,ISL,352,15,0,0,0,0
1972,Handball,Japan,JPN,392,12,0,0,0,0
1972,Handball,Norway,NOR,578,16,0,0,0,0
1972,Handball,Poland,POL,616,15,0,0,0,0
1972,Handball,Romania,ROU,642,15,15,0,0,15
1972,Handball,Sweden,SWE,752,16,0,0,0,0
1972,Handball,Tunisia,TUN,788,16,0,0,0,0
1972,Handball,United States,USA,840,15,0,0,0,0
1972,Hockey,Argentina,ARG,032,16,0,0,0,0
1972,Hockey,Australia,AUS,036,16,0,0,0,0
1972,Hockey,Belgium,BEL,056,17,0,0,0,0
1972,Hockey,Spain,ESP,724,18,0,0,0,0
1972,Hockey,France,FRA,250,17,0,0,0,0
1972,Hockey,United Kingdom,GBR,826,17,0,0,0,0
1972,Hockey,India,IND,356,14,14,0,0,14
1972,Hockey,Kenya,KEN,404,18,0,0,0,0
1972,Hockey,Mexico,MEX,484,17,0,0,0,0
1972,Hockey,Malaysia,MYS,458,15,0,0,0,0
1972,Hockey,Netherlands,NLD,528,16,0,0,0,0
1972,Hockey,New Zealand,NZL,554,15,0,0,0,0
1972,Hockey,Pakistan,PAK,586,15,0,15,0,15
1972,Hockey,Poland,POL,616,17,0,0,0,0
1972,Hockey,Uganda,UGA,800,17,0,0,0,0
1972,Judo,Argentina,ARG,032,2,0,0,0,0
1972,Judo,Australia,AUS,036,5,0,0,0,0
1972,Judo,Austria,AUT,040,6,0,0,0,0
1972,Judo,Belgium,BEL,056,4,0,0,0,0
1972,Judo,Brazil,BRA,076,3,1,0,0,1
1972,Judo,Canada,CAN,124,6,0,0,0,0
1972,Judo,Switzerland,CHE,756,6,0,0,0,0
1972,Judo,Costa Rica,CRI,188,1,0,0,0,0
1972,Judo,Cuba,CUB,192,3,0,0,0,0
1972,Judo,Dominican Republic,DOM,214,2,0,0,0,0
1972,Judo,Spain,ESP,724,2,0,0,0,0
1972,Judo,Finland,FIN,246,1,0,0,0,0
1972,Judo,France,FRA,250,6,3,0,0,3
1972,Judo,United Kingdom,GBR,826,6,2,1,0,3
1972,Judo,Hong Kong,HKG,344,1,0,0,0,0
1972,Judo,Hungary,HUN,348,6,0,0,0,0
1972,Judo,Ireland,IRL,372,6,0,0,0,0
1972,Judo,Italy,ITA,380,2,0,0,0,0
1972,Judo,Japan,JPN,392,6,1,0,3,4
1972,Judo,South Korea,KOR,410,4,0,1,0,1
1972,Judo,Lebanon,LBN,422,2,0,0,0,0
1972,Judo,Liechtenstein,LIE,438,2,0,0,0,0
1972,Judo,Morocco,MAR,504,4,0,0,0,0
1972,Judo,Madagascar,MDG,450,4,0,0,0,0
1972,Judo,Mexico,MEX,484,4,0,0,0,0
1972,Judo,Mali,MLI,466,2,0,0,0,0
1972,Judo,Mongolia,MNG,496,6,0,0,0,0
1972,Judo,Nicaragua,NIC,558,1,0,0,0,0
1972,Judo,Netherlands,NLD,528,4,0,0,2,2
1972,Judo,New Zealand,NZL,554,1,0,0,0,0
1972,Judo,Philippines,PHL,608,4,0,0,0,0
1972,Judo,Poland,POL,616,4,0,1,0,1
1972,Judo,Puerto Rico,PRI,630,3,0,0,0,0
1972,Judo,North Korea,PRK,408,1,1,0,0,1
1972,Judo,Portugal,PRT,620,2,0,0,0,0
1972,Judo,Senegal,SEN,686,6,0,0,0,0
1972,Judo,Suriname,SUR,740,1,0,0,0,0
1972,Judo,Sweden,SWE,752,1,0,0,0,0
1972,Judo,Thailand,THA,764,1,0,0,0,0
1972,Judo,Taiwan,TWN,158,5,0,0,0,0
1972,Judo,United States,USA,840,6,0,0,0,0
1972,Modern Pentathlon,Australia,AUS,036,2,0,0,0,0
1972,Modern Pentathlon,Austria,AUT,040,6,0,0,0,0
1972,Modern Pentathlon,Bulgaria,BGR,100,6,0,0,0,0
1972,Modern Pentathlon,Canada,CAN,124,6,0,0,0,0
1972,Modern Pentathlon,Switzerland,CHE,756,6,0,0,0,0
1972,Modern Pentathlon,Denmark,DNK,208,6,0,0,0,0
1972,Modern Pentathlon,Finland,FIN,246,6,3,0,0,3
1972,Modern Pentathlon,France,FRA,250,6,0,0,0,0
1972,Modern Pentathlon,United Kingdom,GBR,826,6,0,0,0,0
1972,Modern Pentathlon,Hungary,HUN,348,6,0,3,1,4
1972,Modern Pentathlon,Italy,ITA,380,6,0,0,0,0
1972,Modern Pentathlon,Japan,JPN,392,6,0,0,0,0
1972,Modern Pentathlon,Mexico,MEX,484,6,0,0,0,0
1972,Modern Pentathlon,Netherlands,NLD,528,6,0,0,0,0
1972,Modern Pentathlon,Poland,POL,616,6,0,0,0,0
1972,Modern Pentathlon,Romania,ROU,642,6,0,0,0,0
1972,Modern Pentathlon,Sweden,SWE,752,6,0,0,0,0
1972,Modern Pentathlon,United States,USA,840,6,0,0,0,0
1972,Rowing,Argentina,ARG,032,19,0,1,0,1
1972,Rowing,Australia,AUS,036,16,0,0,0,0
1972,Rowing,Austria,AUT,040,16,0,0,0,0
1972,Rowing,Belgium,BEL,056,5,0,0,0,0
1972,Rowing,Bulgaria,BGR,100,8,0,0,0,0
1972,Rowing,Bermuda,BMU,060,1,0,0,0,0
1972,Rowing,Brazil,BRA,076,2,0,0,0,0
1972,Rowing,Canada,CAN,124,16,0,0,0,0
1972,Rowing,Switzerland,CHE,756,17,0,2,0,2
1972,Rowing,Chile,CHL,152,1,0,0,0,0
1972,Rowing,Cuba,CUB,192,7,0,0,0,0
1972,Rowing,Denmark,DNK,208,12,0,0,0,0
1972,Rowing,Finland,FIN,246,3,0,0,0,0
1972,Rowing,France,FRA,250,18,0,0,0,0
1972,Rowing,United Kingdom,GBR,826,17,0,0,0,0
1972,Rowing,Hungary,HUN,348,15,0,0,0,0
1972,Rowing,Ireland,IRL,372,1,0,0,0,0
1972,Rowing,Italy,ITA,380,21,0,0,0,0
1972,Rowing,Japan,JPN,392,3,0,0,0,0
1972,Rowing,Mexico,MEX,484,9,0,0,0,0
1972,Rowing,Netherlands,NLD,528,21,2,0,0,2
1972,Rowing,Norway,NOR,578,16,0,2,0,2
1972,Rowing,New Zealand,NZL,554,19,0,4,9,13
1972,Rowing,Poland,POL,616,16,0,0,0,0
1972,Rowing,North Korea,PRK,408,6,0,0,0,0
1972,Rowing,Portugal,PRT,620,3,0,0,0,0
1972,Rowing,Romania,ROU,642,9,3,0,0,3
1972,Rowing,Sweden,SWE,752,1,0,0,0,0
1972,Rowing,Uruguay,URY,858,3,0,0,0,0
1972,Rowing,United States,USA,840,26,0,9,0,9
1972,Sailing,Argentina,ARG,032,9,0,0,0,0
1972,Sailing,Australia,AUS,036,13,0,0,5,5
1972,Sailing,Austria,AUT,040,12,0,0,0,0
1972,Sailing,Belgium,BEL,056,4,0,0,0,0
1972,Sailing,Bahamas,BHS,044,8,0,0,0,0
1972,Sailing,Bermuda,BMU,060,7,0,0,0,0
1972,Sailing,Brazil,BRA,076,10,0,0,0,0
1972,Sailing,Canada,CAN,124,14,3,0,0,3
1972,Sailing,Switzerland,CHE,756,10,0,0,0,0
1972,Sailing,Denmark,DNK,208,11,0,0,0,0
1972,Sailing,Spain,ESP,724,7,0,0,0,0
1972,Sailing,Finland,FIN,246,7,0,0,0,0
