year,sport,country,countrycode,numeric,number_of_athletes,Bronze_medal_count,Silver_medal_count,Gold_medal_count,medal_count
2000,Weightlifting,Hungary,HUN,348,7,0,1,0,1
2000,Weightlifting,Indonesia,IDN,360,3,2,1,0,3
2000,Weightlifting,India,IND,356,3,1,0,0,1
2000,Weightlifting,Iran,IRN,364,6,0,0,2,2
2000,Weightlifting,Italy,ITA,380,4,0,0,0,0
2000,Weightlifting,Japan,JPN,392,8,0,0,0,0
2000,Weightlifting,Kazakhstan,KAZ,398,6,0,0,0,0
2000,Weightlifting,Kyrgyzstan,KGZ,417,2,0,0,0,0
2000,Weightlifting,South Korea,KOR,410,8,0,0,0,0
2000,Weightlifting,Lebanon,LBN,422,1,0,0,0,0
2000,Weightlifting,Lithuania,LTU,440,1,0,0,0,0
2000,Weightlifting,Latvia,LVA,428,3,0,0,0,0
2000,Weightlifting,Moldova,MDA,498,3,0,0,0,0
2000,Weightlifting,Mexico,MEX,484,1,0,0,1,1
2000,Weightlifting,Myanmar,MMR,104,3,0,0,0,0
2000,Weightlifting,Mauritius,MUS,480,1,0,0,0,0
2000,Weightlifting,Nigeria,NGA,566,5,0,1,0,1
2000,Weightlifting,Nicaragua,NIC,558,1,0,0,0,0
2000,Weightlifting,Nauru,NRU,520,2,0,0,0,0
2000,Weightlifting,New Zealand,NZL,554,2,0,0,0,0
2000,Weightlifting,Panama,PAN,591,1,0,0,0,0
2000,Weightlifting,Palau,PLW,585,1,0,0,0,0
2000,Weightlifting,Papua New Guinea,PNG,598,1,0,0,0,0
2000,Weightlifting,Poland,POL,616,9,0,2,0,2
2000,Weightlifting,Puerto Rico,PRI,630,2,0,0,0,0
2000,Weightlifting,North Korea,PRK,408,4,0,1,0,1
2000,Weightlifting,Qatar,QAT,634,2,1,0,0,1
2000,Weightlifting,Romania,ROU,642,5,0,0,0,0
2000,Weightlifting,Russia,RUS,643,9,2,1,0,3
2000,Weightlifting,Sierra Leone,SLE,694,1,0,0,0,0
2000,Weightlifting,El Salvador,SLV,222,1,0,0,0,0
2000,Weightlifting,Slovakia,SVK,703,1,0,0,0,0
2000,Weightlifting,Seychelles,SYC,690,1,0,0,0,0
2000,Weightlifting,Thailand,THA,764,5,1,0,0,1
2000,Weightlifting,Turkmenistan,TKM,795,1,0,0,0,0
2000,Weightlifting,Tonga,TON,776,1,0,0,0,0
2000,Weightlifting,Tunisia,TUN,788,1,0,0,0,0
2000,Weightlifting,Turkey,TUR,792,7,0,0,1,1
2000,Weightlifting,Taiwan,TWN,158,4,1,1,0,2
2000,Weightlifting,Ukraine,UKR,804,10,0,0,0,0
2000,Weightlifting,United States,USA,840,6,1,0,1,2
2000,Weightlifting,Uzbekistan,UZB,860,2,0,0,0,0
2000,Weightlifting,Venezuela,VEN,862,2,0,0,0,0
2000,Weightlifting,Samoa,WSM,882,1,0,0,0,0
2000,Wrestling,Armenia,ARM,051,8,0,0,0,0
2000,Wrestling,Australia,AUS,036,11,0,0,0,0
2000,Wrestling,Azerbaijan,AZE,031,9,0,0,1,1
2000,Wrestling,Bulgaria,BGR,100,8,0,1,1,2
2000,Wrestling,Belarus,BLR,112,14,1,0,0,1
2000,Wrestling,Canada,CAN,124,4,0,0,1,1
2000,Wrestling,Switzerland,CHE,756,4,0,0,0,0
2000,Wrestling,China,CHN,156,5,1,0,0,1
2000,Wrestling,Côte d'Ivoire,CIV,384,1,0,0,0,0
2000,Wrestling,Colombia,COL,170,1,0,0,0,0
2000,Wrestling,Cuba,CUB,192,13,1,3,1,5
2000,Wrestling,Czechia,CZE,203,3,0,0,0,0
2000,Wrestling,Germany,DEU,276,10,0,0,0,0
2000,Wrestling,Algeria,DZA,012,2,0,0,0,0
2000,Wrestling,Egypt,EGY,818,2,0,0,0,0
2000,Wrestling,Estonia,EST,233,3,0,0,0,0
2000,Wrestling,Finland,FIN,246,4,1,0,0,1
2000,Wrestling,France,FRA,250,3,0,0,0,0
2000,Wrestling,Georgia,GEO,268,13,3,0,0,3
2000,Wrestling,Guinea-Bissau,GNB,624,1,0,0,0,0
2000,Wrestling,Greece,GRC,300,7,1,0,0,1
2000,Wrestling,Hungary,HUN,348,8,0,1,0,1
2000,Wrestling,India,IND,356,1,0,0,0,0
2000,Wrestling,Iran,IRN,364,11,0,0,1,1
2000,Wrestling,Israel,ISR,376,3,0,0,0,0
2000,Wrestling,Italy,ITA,380,2,0,0,0,0
2000,Wrestling,Japan,JPN,392,8,0,1,0,1
2000,Wrestling,Kazakhstan,KAZ,398,11,0,1,0,1
2000,Wrestling,Kyrgyzstan,KGZ,417,6,0,0,0,0
2000,Wrestling,South Korea,KOR,410,10,1,2,1,4
2000,Wrestling,Lithuania,LTU,440,2,0,0,0,0
2000,Wrestling,Latvia,LVA,428,1,0,0,0,0
2000,Wrestling,Moldova,MDA,498,4,0,0,0,0
2000,Wrestling,North Macedonia,MKD,807,2,1,0,0,1
2000,Wrestling,Mongolia,MNG,496,4,0,0,0,0
2000,Wrestling,Nigeria,NGA,566,2,0,0,0,0
2000,Wrestling,Netherlands,NLD,528,1,0,0,0,0
2000,Wrestling,Norway,NOR,578,1,0,0,0,0
2000,Wrestling,New Zealand,NZL,554,3,0,0,0,0
2000,Wrestling,Poland,POL,616,9,0,0,0,0
2000,Wrestling,North Korea,PRK,408,4,1,0,0,1
2000,Wrestling,Romania,ROU,642,5,0,0,0,0
2000,Wrestling,Russia,RUS,643,16,1,2,6,9
2000,Wrestling,Senegal,SEN,686,1,0,0,0,0
2000,Wrestling,Slovakia,SVK,703,4,0,0,0,0
2000,Wrestling,Sweden,SWE,752,5,0,0,1,1
2000,Wrestling,Turkmenistan,TKM,795,1,0,0,0,0
2000,Wrestling,Tunisia,TUN,788,4,0,0,0,0
2000,Wrestling,Turkey,TUR,792,12,1,0,1,2
2000,Wrestling,Ukraine,UKR,804,16,0,2,0,2
2000,Wrestling,United States,USA,840,16,3,2,2,7
2000,Wrestling,Uzbekistan,UZB,860,11,0,1,0,1
2000,Wrestling,Venezuela,VEN,862,2,0,0,0,0
2000,Wrestling,Samoa,WSM,882,1,0,0,0,0
2000,Wrestling,South Africa,ZAF,710,1,0,0,0,0
2004,Archery,Australia,AUS,036,12,1,0,0,1
2004,Archery,Bulgaria,BGR,100,1,0,0,0,0
2004,Archery,Belarus,BLR,112,2,0,0,0,0
2004,Archery,Bhutan,BTN,064,2,0,0,0,0
2004,Archery,Canada,CAN,124,2,0,0,0,0
2004,Archery,China,CHN,156,8,0,3,0,3
2004,Archery,Cuba,CUB,192,1,0,0,0,0
2004,Archery,Germany,DEU,276,7,0,0,0,0
2004,Archery,Denmark,DNK,208,1,0,0,0,0
2004,Archery,Egypt,EGY,818,4,0,0,0,0
2004,Archery,Spain,ESP,724,2,0,0,0,0
2004,Archery,Finland,FIN,246,1,0,0,0,0
2004,Archery,Fiji,FJI,242,1,0,0,0,0
2004,Archery,France,FRA,250,12,0,0,0,0
2004,Archery,United Kingdom,GBR,826,7,1,0,0,1
2004,Archery,Georgia,GEO,268,2,0,0,0,0
2004,Archery,Greece,GRC,300,12,0,0,0,0
2004,Archery,Indonesia,IDN,360,2,0,0,0,0
2004,Archery,India,IND,356,12,0,0,0,0
2004,Archery,Italy,ITA,380,7,0,0,1,1
2004,Archery,Japan,JPN,392,12,0,1,0,1
2004,Archery,Kazakhstan,KAZ,398,3,0,0,0,0
2004,Archery,South Korea,KOR,410,12,0,1,7,8
2004,Archery,Laos,LAO,418,1,0,0,0,0
2004,Archery,Luxembourg,LUX,442,1,0,0,0,0
2004,Archery,Mexico,MEX,484,6,0,0,0,0
2004,Archery,Myanmar,MMR,104,1,0,0,0,0
2004,Archery,Mauritius,MUS,480,1,0,0,0,0
2004,Archery,Malaysia,MYS,458,1,0,0,0,0
2004,Archery,Netherlands,NLD,528,6,0,0,0,0
2004,Archery,New Zealand,NZL,554,1,0,0,0,0
2004,Archery,Philippines,PHL,608,1,0,0,0,0
2004,Archery,Poland,POL,616,7,0,0,0,0
2004,Archery,Russia,RUS,643,8,0,0,0,0
2004,Archery,El Salvador,SLV,222,1,0,0,0,0
2004,Archery,Sweden,SWE,752,6,0,0,0,0
2004,Archery,Tajikistan,TJK,762,1,0,0,0,0
2004,Archery,Tonga,TON,776,1,0,0,0,0
2004,Archery,Turkey,TUR,792,7,0,0,0,0
2004,Archery,Taiwan,TWN,158,12,3,3,0,6
2004,Archery,Ukraine,UKR,804,12,3,0,0,3
2004,Archery,United States,USA,840,12,0,0,0,0
2004,Archery,South Africa,ZAF,710,1,0,0,0,0
2004,Athletics,Aruba,ABW,533,1,0,0,0,0
2004,Athletics,Afghanistan,AFG,004,2,0,0,0,0
2004,Athletics,Angola,AGO,024,1,0,0,0,0
2004,Athletics,Albania,ALB,008,2,0,0,0,0
2004,Athletics,Andorra,AND,020,2,0,0,0,0
2004,Athletics,United Arab Emirates,ARE,784,1,0,0,0,0
2004,Athletics,Argentina,ARG,032,8,0,0,0,0
2004,Athletics,Armenia,ARM,051,2,0,0,0,0
2004,Athletics,American Samoa,ASM,016,2,0,0,0,0
2004,Athletics,Antigua and Barbuda,ATG,028,3,0,0,0,0
2004,Athletics,Australia,AUS,036,45,2,4,0,6
2004,Athletics,Austria,AUT,040,7,0,0,0,0
2004,Athletics,Azerbaijan,AZE,031,4,0,0,0,0
2004,Athletics,Burundi,BDI,108,5,0,0,0,0
2004,Athletics,Belgium,BEL,056,11,0,0,0,0
2004,Athletics,Benin,BEN,204,2,0,0,0,0
2004,Athletics,Burkina Faso,BFA,854,3,0,0,0,0
2004,Athletics,Bangladesh,BGD,050,1,0,0,0,0
2004,Athletics,Bulgaria,BGR,100,20,0,0,0,0
2004,Athletics,Bahamas,BHS,044,20,1,0,1,2
2004,Athletics,Bosnia and Herzegovina,BIH,070,2,0,0,0,0
2004,Athletics,Belarus,BLR,112,44,0,0,1,1
2004,Athletics,Belize,BLZ,084,2,0,0,0,0
2004,Athletics,Bermuda,BMU,060,1,0,0,0,0
2004,Athletics,Bolivia,BOL,068,2,0,0,0,0
2004,Athletics,Brazil,BRA,076,43,1,0,0,1
2004,Athletics,Barbados,BRB,052,3,0,0,0,0
2004,Athletics,Brunei,BRN,096,7,0,0,0,0
2004,Athletics,Botswana,BWA,072,10,0,0,0,0
2004,Athletics,Central African Republic,CAF,140,2,0,0,0,0
2004,Athletics,Canada,CAN,124,25,0,0,0,0
2004,Athletics,Switzerland,CHE,756,9,0,0,0,0
2004,Athletics,Chile,CHL,152,3,0,0,0,0
2004,Athletics,China,CHN,156,55,0,0,2,2
2004,Athletics,Côte d'Ivoire,CIV,384,2,0,0,0,0
2004,Athletics,Cameroon,CMR,120,9,0,0,1,1
2004,Athletics,Democratic Republic of the Congo,COD,180,2,0,0,0,0
2004,Athletics,Republic of the Congo,COG,178,1,0,0,0,0
2004,Athletics,Cook Islands,COK,184,2,0,0,0,0
2004,Athletics,Colombia,COL,170,13,0,0,0,0
2004,Athletics,Comoros,COM,174,2,0,0,0,0
2004,Athletics,Cabo Verde,CPV,132,1,0,0,0,0
2004,Athletics,Cuba,CUB,192,33,2,1,2,5
2004,Athletics,Cayman Islands,CYM,136,3,0,0,0,0
2004,Athletics,Cyprus,CYP,196,7,0,0,0,0
2004,Athletics,Czechia,CZE,203,37,2,0,1,3
2004,Athletics,Germany,DEU,276,77,0,2,0,2
2004,Athletics,Dominica,DMA,212,2,0,0,0,0
2004,Athletics,Denmark,DNK,208,5,1,1,0,2
2004,Athletics,Dominican Republic,DOM,214,5,0,0,1,1
2004,Athletics,Algeria,DZA,012,21,0,0,0,0
2004,Athletics,Ecuador,ECU,218,9,0,0,0,0
2004,Athletics,Egypt,EGY,818,2,0,0,0,0
2004,Athletics,Eritrea,ERI,232,5,1,0,0,1
2004,Athletics,Spain,ESP,724,60,2,1,0,3
2004,Athletics,Estonia,EST,233,15,1,0,0,1
2004,Athletics,Ethiopia,ETH,231,25,2,3,2,7
2004,Athletics,Finland,FIN,246,25,0,0,0,0
2004,Athletics,Fiji,FJI,242,2,0,0,0,0
2004,Athletics,France,FRA,250,63,5,0,0,5
2004,Athletics,Federated States of Micronesia,FSM,583,2,0,0,0,0
2004,Athletics,Gabon,GAB,266,2,0,0,0,0
2004,Athletics,United Kingdom,GBR,826,67,1,0,6,7
2004,Athletics,Georgia,GEO,268,3,0,0,0,0
2004,Athletics,Ghana,GHA,288,13,0,0,0,0
2004,Athletics,Guinea,GIN,324,2,0,0,0,0
2004,Athletics,Gambia,GMB,270,3,0,0,0,0
2004,Athletics,Guinea-Bissau,GNB,624,2,0,0,0,0
2004,Athletics,Equatorial Guinea,GNQ,226,2,0,0,0,0
2004,Athletics,Greece,GRC,300,61,1,2,2,5
2004,Athletics,Grenada,GRD,308,3,0,0,0,0
2004,Athletics,Guatemala,GTM,320,5,0,0,0,0
2004,Athletics,Guam,GUM,316,2,0,0,0,0
2004,Athletics,Guyana,GUY,328,2,0,0,0,0
2004,Athletics,Hong Kong,HKG,344,1,0,0,0,0
2004,Athletics,Honduras,HND,340,1,0,0,0,0
2004,Athletics,Croatia,HRV,191,12,0,0,0,0
2004,Athletics,Haiti,HTI,332,4,0,0,0,0
2004,Athletics,Hungary,HUN,348,36,0,1,0,1
2004,Athletics,Indonesia,IDN,360,2,0,0,0,0
2004,Athletics,India,IND,356,17,0,0,0,0
2004,Athletics,Ireland,IRL,372,11,0,0,0,0
2004,Athletics,Iran,IRN,364,2,0,0,0,0
2004,Athletics,Iraq,IRQ,368,2,0,0,0,0
2004,Athletics,Iceland,ISL,352,2,0,0,0,0
2004,Athletics,Israel,ISR,376,5,0,0,0,0
2004,Athletics,Italy,ITA,380,37,1,0,2,3
2004,Athletics,Jamaica,JAM,388,54,6,1,6,13
2004,Athletics,Jordan,JOR,400,2,0,0,0,0
2004,Athletics,Japan,JPN,392,47,0,0,2,2
2004,Athletics,Kazakhstan,KAZ,398,21,1,0,0,1
2004,Athletics,Kenya,KEN,404,31,2,4,1,7
2004,Athletics,Kyrgyzstan,KGZ,417,7,0,0,0,0
2004,Athletics,Cambodia,KHM,116,2,0,0,0,0
2004,Athletics,Kiribati,KIR,296,2,0,0,0,0
2004,Athletics,Saint Kitts and Nevis,KNA,659,2,0,0,0,0
2004,Athletics,South Korea,KOR,410,18,0,0,0,0
2004,Athletics,Kuwait,KWT,414,5,0,0,0,0
2004,Athletics,Laos,LAO,418,2,0,0,0,0
2004,Athletics,Lebanon,LBN,422,2,0,0,0,0
2004,Athletics,Liberia,LBR,430,2,0,0,0,0
2004,Athletics,Libya,LBY,434,2,0,0,0,0
2004,Athletics,Saint Lucia,LCA,662,1,0,0,0,0
2004,Athletics,Sri Lanka,LKA,144,4,0,0,0,0
2004,Athletics,Lesotho,LSO,426,2,0,0,0,0
2004,Athletics,Lithuania,LTU,440,12,0,1,1,2
2004,Athletics,Luxembourg,LUX,442,1,0,0,0,0
2004,Athletics,Latvia,LVA,428,17,0,1,0,1
2004,Athletics,Morocco,MAR,504,24,0,1,2,3
2004,Athletics,Monaco,MCO,492,1,0,0,0,0
2004,Athletics,Moldova,MDA,498,12,0,0,0,0
2004,Athletics,Madagascar,MDG,450,3,0,0,0,0
2004,Athletics,Maldives,MDV,462,2,0,0,0,0
2004,Athletics,Mexico,MEX,484,29,0,1,0,1
2004,Athletics,North Macedonia,MKD,807,2,0,0,0,0
2004,Athletics,Mali,MLI,466,2,0,0,0,0
2004,Athletics,Malta,MLT,470,2,0,0,0,0
2004,Athletics,Mongolia,MNG,496,2,0,0,0,0
2004,Athletics,Mozambique,MOZ,508,2,0,0,0,0
2004,Athletics,Mauritania,MRT,478,2,0,0,0,0
2004,Athletics,Mauritius,MUS,480,4,0,0,0,0
2004,Athletics,Malawi,MWI,454,2,0,0,0,0
2004,Athletics,Malaysia,MYS,458,2,0,0,0,0
2004,Athletics,Namibia,NAM,516,4,0,0,0,0
2004,Athletics,Niger,NER,562,2,0,0,0,0
2004,Athletics,Nigeria,NGA,566,22,8,0,0,8
2004,Athletics,Nicaragua,NIC,558,2,0,0,0,0
2004,Athletics,Netherlands,NLD,528,21,0,0,0,0
2004,Athletics,Norway,NOR,578,9,0,0,1,1
2004,Athletics,Nepal,NPL,524,2,0,0,0,0
2004,Athletics,New Zealand,NZL,554,13,0,0,0,0
2004,Athletics,Oman,OMN,512,1,0,0,0,0
2004,Athletics,Pakistan,PAK,586,2,0,0,0,0
2004,Athletics,Panama,PAN,591,2,0,0,0,0
2004,Athletics,Peru,PER,604,2,0,0,0,0
2004,Athletics,Philippines,PHL,608,2,0,0,0,0
2004,Athletics,Palau,PLW,585,2,0,0,0,0
2004,Athletics,Papua New Guinea,PNG,598,2,0,0,0,0
2004,Athletics,Poland,POL,616,52,1,0,1,2
2004,Athletics,Puerto Rico,PRI,630,3,0,0,0,0
2004,Athletics,North Korea,PRK,408,4,0,0,0,0
2004,Athletics,Portugal,PRT,620,27,1,1,0,2
2004,Athletics,Paraguay,PRY,600,2,0,0,0,0
2004,Athletics,Palestine,PSE,275,2,0,0,0,0
2004,Athletics,Qatar,QAT,634,10,0,0,0,0
2004,Athletics,Romania,ROU,642,28,1,2,0,3
2004,Athletics,Russia,RUS,643,124,6,15,6,27
2004,Athletics,Rwanda,RWA,646,3,0,0,0,0
2004,Athletics,Saudi Arabia,SAU,682,7,0,0,0,0
2004,Athletics,Sudan,SDN,729,4,0,0,0,0
2004,Athletics,Senegal,SEN,686,12,0,0,0,0
2004,Athletics,Singapore,SGP,702,2,0,0,0,0
2004,Athletics,Solomon Islands,SLB,090,2,0,0,0,0
2004,Athletics,Sierra Leone,SLE,694,2,0,0,0,0
2004,Athletics,El Salvador,SLV,222,2,0,0,0,0
2004,Athletics,San Marino,SMR,674,1,0,0,0,0
2004,Athletics,Somalia,SOM,706,2,0,0,0,0
2004,Athletics,São Tomé and Príncipe,STP,678,2,0,0,0,0
2004,Athletics,Suriname,SUR,740,2,0,0,0,0
2004,Athletics,Slovakia,SVK,703,12,0,0,0,0
2004,Athletics,Slovenia,SVN,705,21,1,0,0,1
2004,Athletics,Sweden,SWE,752,13,0,0,3,3
2004,Athletics,Eswatini,SWZ,748,2,0,0,0,0
2004,Athletics,Seychelles,SYC,690,2,0,0,0,0
2004,Athletics,Syria,SYR,760,2,0,0,0,0
2004,Athletics,Chad,TCD,148,1,0,0,0,0
2004,Athletics,Togo,TGO,768,2,0,0,0,0
2004,Athletics,Thailand,THA,764,3,0,0,0,0
2004,Athletics,Tajikistan,TJK,762,2,0,0,0,0
2004,Athletics,Turkmenistan,TKM,795,2,0,0,0,0
2004,Athletics,Timor-Leste,TLS,626,2,0,0,0,0
2004,Athletics,Tonga,TON,776,2,0,0,0,0
2004,Athletics,Trinidad and Tobago,TTO,780,18,0,0,0,0
2004,Athletics,Tunisia,TUN,788,3,0,0,0,0
2004,Athletics,Turkey,TUR,792,14,1,0,0,1
2004,Athletics,Taiwan,TWN,158,2,0,0,0,0
2004,Athletics,Tanzania,TZA,834,9,0,0,0,0
2004,Athletics,Uganda,UGA,800,4,0,0,0,0
2004,Athletics,Ukraine,UKR,804,55,2,1,0,3
2004,Athletics,Uruguay,URY,858,3,0,0,0,0
2004,Athletics,United States,USA,840,133,5,15,18,38
2004,Athletics,Uzbekistan,UZB,860,12,0,0,0,0
2004,Athletics,Saint Vincent and the Grenadines,VCT,670,2,0,0,0,0
2004,Athletics,Venezuela,VEN,862,5,0,0,0,0
2004,Athletics,British Virgin Islands,VGB,092,1,0,0,0,0
2004,Athletics,U.S. Virgin Islands,VIR,850,3,0,0,0,0
2004,Athletics,Vietnam,VNM,704,2,0,0,0,0
2004,Athletics,Vanuatu,VUT,548,2,0,0,0,0
2004,Athletics,Samoa,WSM,882,2,0,0,0,0
2004,Athletics,Yemen,YEM,887,1,0,0,0,0
2004,Athletics,South Africa,ZAF,710,34,0,2,0,2
2004,Athletics,Zambia,ZMB,894,2,0,0,0,0
2004,Athletics,Zimbabwe,ZWE,716,6,0,0,0,0
2004,Badminton,Australia,AUS,036,8,0,0,0,0
2004,Badminton,Bulgaria,BGR,100,3,0,0,0,0
2004,Badminton,Canada,CAN,124,9,0,0,0,0
2004,Badminton,China,CHN,156,20,1,2,5,8
2004,Badminton,Germany,DEU,276,7,0,0,0,0
2004,Badminton,Denmark,DNK,208,16,2,0,0,2
2004,Badminton,Spain,ESP,724,3,0,0,0,0
2004,Badminton,Finland,FIN,246,3,0,0,0,0
2004,Badminton,France,FRA,250,3,0,0,0,0
2004,Badminton,United Kingdom,GBR,826,13,0,2,0,2
2004,Badminton,Greece,GRC,300,2,0,0,0,0
2004,Badminton,Guatemala,GTM,320,1,0,0,0,0
2004,Badminton,Hong Kong,HKG,344,5,0,0,0,0
2004,Badminton,Indonesia,IDN,360,14,3,0,1,4
2004,Badminton,India,IND,356,3,0,0,0,0
2004,Badminton,Jamaica,JAM,388,1,0,0,0,0
2004,Badminton,Japan,JPN,392,13,0,0,0,0
2004,Badminton,South Korea,KOR,410,19,2,3,2,7
2004,Badminton,Malaysia,MYS,458,9,0,0,0,0
2004,Badminton,Netherlands,NLD,528,6,0,1,0,1
2004,Badminton,Norway,NOR,578,1,0,0,0,0
2004,Badminton,New Zealand,NZL,554,2,0,0,0,0
2004,Badminton,Peru,PER,604,1,0,0,0,0
2004,Badminton,Poland,POL,616,3,0,0,0,0
2004,Badminton,Portugal,PRT,620,1,0,0,0,0
2004,Badminton,Russia,RUS,643,2,0,0,0,0
2004,Badminton,Singapore,SGP,702,3,0,0,0,0
2004,Badminton,Sweden,SWE,752,3,0,0,0,0
2004,Badminton,Thailand,THA,764,10,0,0,0,0
2004,Badminton,Taiwan,TWN,158,6,0,0,0,0
2004,Badminton,United States,USA,840,2,0,0,0,0
2004,Badminton,South Africa,ZAF,710,8,0,0,0,0
2004,Baseball,Australia,AUS,036,24,0,24,0,24
2004,Baseball,Canada,CAN,124,24,0,0,0,0
2004,Baseball,Cuba,CUB,192,24,0,0,24,24
2004,Baseball,Greece,GRC,300,23,0,0,0,0
2004,Baseball,Italy,ITA,380,24,0,0,0,0
2004,Baseball,Japan,JPN,392,24,24,0,0,24
2004,Baseball,Netherlands,NLD,528,24,0,0,0,0
2004,Baseball,Taiwan,TWN,158,24,0,0,0,0
2004,Basketball,Angola,AGO,024,12,0,0,0,0
2004,Basketball,Argentina,ARG,032,12,0,0,12,12
2004,Basketball,Australia,AUS,036,24,0,12,0,12
2004,Basketball,Brazil,BRA,076,12,0,0,0,0
2004,Basketball,China,CHN,156,24,0,0,0,0
2004,Basketball,Czechia,CZE,203,12,0,0,0,0
2004,Basketball,Spain,ESP,724,24,0,0,0,0
2004,Basketball,Greece,GRC,300,24,0,0,0,0
2004,Basketball,Italy,ITA,380,12,0,12,0,12
2004,Basketball,Japan,JPN,392,12,0,0,0,0
2004,Basketball,South Korea,KOR,410,11,0,0,0,0
2004,Basketball,Lithuania,LTU,440,12,0,0,0,0
2004,Basketball,Nigeria,NGA,566,12,0,0,0,0
2004,Basketball,New Zealand,NZL,554,24,0,0,0,0
2004,Basketball,Puerto Rico,PRI,630,12,0,0,0,0
2004,Basketball,Russia,RUS,643,12,12,0,0,12
2004,Basketball,United States,USA,840,24,12,0,12,24
2004,Beach Volleyball,Argentina,ARG,032,2,0,0,0,0
2004,Beach Volleyball,Australia,AUS,036,8,0,0,0,0
2004,Beach Volleyball,Austria,AUT,040,4,0,0,0,0
2004,Beach Volleyball,Bulgaria,BGR,100,2,0,0,0,0
2004,Beach Volleyball,Brazil,BRA,076,8,0,2,2,4
2004,Beach Volleyball,Canada,CAN,124,4,0,0,0,0
2004,Beach Volleyball,Switzerland,CHE,756,6,2,0,0,2
2004,Beach Volleyball,China,CHN,156,4,0,0,0,0
2004,Beach Volleyball,Cuba,CUB,192,4,0,0,0,0
2004,Beach Volleyball,Czechia,CZE,203,2,0,0,0,0
2004,Beach Volleyball,Germany,DEU,276,8,0,0,0,0
2004,Beach Volleyball,Spain,ESP,724,2,0,2,0,2
2004,Beach Volleyball,France,FRA,250,2,0,0,0,0
2004,Beach Volleyball,Greece,GRC,300,6,0,0,0,0
2004,Beach Volleyball,Italy,ITA,380,2,0,0,0,0
2004,Beach Volleyball,Japan,JPN,392,2,0,0,0,0
2004,Beach Volleyball,Mexico,MEX,484,2,0,0,0,0
2004,Beach Volleyball,Netherlands,NLD,528,2,0,0,0,0
2004,Beach Volleyball,Norway,NOR,578,8,0,0,0,0
2004,Beach Volleyball,Puerto Rico,PRI,630,2,0,0,0,0
2004,Beach Volleyball,Portugal,PRT,620,2,0,0,0,0
2004,Beach Volleyball,Sweden,SWE,752,2,0,0,0,0
2004,Beach Volleyball,United States,USA,840,8,2,0,2,4
2004,Beach Volleyball,South Africa,ZAF,710,4,0,0,0,0
2004,Boxing,Afghanistan,AFG,004,1,0,0,0,0
2004,Boxing,Argentina,ARG,032,1,0,0,0,0
2004,Boxing,Armenia,ARM,051,1,0,0,0,0
2004,Boxing,Australia,AUS,036,9,0,0,0,0
2004,Boxing,Azerbaijan,AZE,031,9,2,0,0,2
2004,Boxing,Bulgaria,BGR,100,5,1,0,0,1
2004,Boxing,Belarus,BLR,112,6,0,2,0,2
2004,Boxing,Brazil,BRA,076,5,0,0,0,0
2004,Boxing,Botswana,BWA,072,2,0,0,0,0
2004,Boxing,Canada,CAN,124,5,0,0,0,0
2004,Boxing,China,CHN,156,6,1,0,0,1
2004,Boxing,Cameroon,CMR,120,3,0,0,0,0
2004,Boxing,Colombia,COL,170,5,0,0,0,0
2004,Boxing,Cabo Verde,CPV,132,1,0,0,0,0
2004,Boxing,Cuba,CUB,192,11,1,2,5,8
2004,Boxing,Germany,DEU,276,4,2,0,0,2
2004,Boxing,Dominican Republic,DOM,214,5,0,0,0,0
2004,Boxing,Algeria,DZA,012,7,0,0,0,0
2004,Boxing,Ecuador,ECU,218,1,0,0,0,0
2004,Boxing,Egypt,EGY,818,6,2,1,0,3
2004,Boxing,Ethiopia,ETH,231,2,0,0,0,0
2004,Boxing,France,FRA,250,6,0,1,0,1
2004,Boxing,Gabon,GAB,266,2,0,0,0,0
2004,Boxing,United Kingdom,GBR,826,1,0,1,0,1
2004,Boxing,Georgia,GEO,268,2,0,0,0,0
2004,Boxing,Greece,GRC,300,6,0,0,0,0
2004,Boxing,Croatia,HRV,191,2,0,0,0,0
2004,Boxing,Haiti,HTI,332,1,0,0,0,0
2004,Boxing,Hungary,HUN,348,5,0,0,0,0
2004,Boxing,Indonesia,IDN,360,1,0,0,0,0
2004,Boxing,India,IND,356,4,0,0,0,0
2004,Boxing,Ireland,IRL,372,1,0,0,0,0
2004,Boxing,Iran,IRN,364,1,0,0,0,0
2004,Boxing,Iraq,IRQ,368,1,0,0,0,0
2004,Boxing,Italy,ITA,380,6,1,0,0,1
2004,Boxing,Japan,JPN,392,1,0,0,0,0
2004,Boxing,Kazakhstan,KAZ,398,8,1,1,1,3
2004,Boxing,Kyrgyzstan,KGZ,417,2,0,0,0,0
2004,Boxing,South Korea,KOR,410,7,2,0,0,2
2004,Boxing,Lithuania,LTU,440,2,0,0,0,0
2004,Boxing,Morocco,MAR,504,7,0,0,0,0
2004,Boxing,Moldova,MDA,498,2,0,0,0,0
2004,Boxing,Madagascar,MDG,450,1,0,0,0,0
2004,Boxing,Mexico,MEX,484,5,0,0,0,0
2004,Boxing,Mongolia,MNG,496,1,0,0,0,0
2004,Boxing,Mauritius,MUS,480,1,0,0,0,0
2004,Boxing,Namibia,NAM,516,2,0,0,0,0
2004,Boxing,Nigeria,NGA,566,7,0,0,0,0
2004,Boxing,New Zealand,NZL,554,1,0,0,0,0
2004,Boxing,Pakistan,PAK,586,5,0,0,0,0
2004,Boxing,Philippines,PHL,608,4,0,0,0,0
